what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1335802250034
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1335802250034
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1335802250035
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1335802250037
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1335802250038
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1335802250039
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1335802250040
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1335802250041
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1335802250052
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1335802250054
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1335802250055
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1335802250056
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1335802250058
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1335802250060
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1335802250061
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1335802250062
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1335802250064
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1335802250066
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1335802250067
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335802250068
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1335802250069
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1335802250069
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1335802250070
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1335802250071
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1335802250072
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1335802250073
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1335802250075
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1335802250076
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1335802250078
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1335802250080
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1335802250081
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1335802250083
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1335802250084
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1335802250086
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1335802250087
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1335802250089
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1335802250091
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1335802250093
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1335802250098
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1335802250098
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1335802250101
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1335802250102
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1335802250103
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1335802250104
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1335802250106
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1335802250108
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1335802250109
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1335802250118
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1335802250128
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1335802250152
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1335802250155
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1335802250157
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1335802250157
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1335802250159
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1335802250164
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1335802250164
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1335802250164
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1335802250164
started,bundle,com.motorola.studio.android,3.1.0.release,"com.motorola.studio.android",1335802250167
started,bundle,com.motorola.studio.android.devices.services,3.1.0.release,"com.motorola.studio.android.devices.services",1335802250168
started,bundle,com.motorola.studio.android.emulator,3.1.0.release,"com.motorola.studio.android.emulator",1335802250169
started,bundle,com.motorola.studio.android.handset,3.0.0.release,"com.motorola.studio.android.handset",1335802250170
started,bundle,com.motorola.studio.android.installer,3.1.0.release,"com.motorola.studio.android.installer",1335802250171
started,bundle,com.motorola.studio.android.mat,2.2.0.release,"com.motorola.studio.android.mat",1335802250172
started,bundle,com.motorola.studio.android.product,3.1.0.release,"com.motorola.studio.android.product",1335802250172
started,bundle,com.motorola.studio.android.remote,3.0.0.release,"com.motorola.studio.android.remote",1335802250173
started,bundle,com.motorola.studio.platform.logger,3.0.0,"com.motorola.studio.platform.logger",1335802250174
started,bundle,com.motorolamobility.preflighting.ui,1.0.0.release,"com.motorolamobility.preflighting.ui",1335802250174
started,bundle,org.eclipse.sequoyah.device.framework,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.framework",1335802250175
started,bundle,org.eclipse.sequoyah.device.framework.ui,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.framework.ui",1335802250175
started,bundle,org.eclipse.sequoyah.device.service.start,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.service.start",1335802250175
started,bundle,org.eclipse.sequoyah.device.service.stop,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.service.stop",1335802250175
started,bundle,org.eclipse.sequoyah.vnc.vncviewer,2.1.0.N20111219-0300,"org.eclipse.sequoyah.vnc.vncviewer",1335802250177
started,bundle,com.aptana.core,3.0.4.1325689477,"com.aptana.core",1335802250178
started,bundle,com.aptana.core.io,3.0.3.1321920947,"com.aptana.core.io",1335802250178
started,bundle,com.aptana.deploy,3.0.3.1317162654,"com.aptana.deploy",1335802250179
started,bundle,com.aptana.editor.php.epl,3.0.0.1327100530,"com.aptana.editor.php.epl",1335802250180
started,bundle,com.aptana.explorer,3.0.0.1316716614,"com.aptana.explorer",1335802250181
started,bundle,com.aptana.filewatcher,3.0.1.1317316381,"com.aptana.filewatcher",1335802250181
started,bundle,com.aptana.git.core,3.0.0.1327087459,"com.aptana.git.core",1335802250184
started,bundle,com.aptana.git.ui,3.0.3.1328222732,"com.aptana.git.ui",1335802250185
started,bundle,com.aptana.scripting,3.0.0.1327097358,"com.aptana.scripting",1335802250186
started,bundle,com.aptana.syncing.core,3.0.0.1321920947,"com.aptana.syncing.core",1335802250186
started,bundle,com.aptana.syncing.ui,3.0.3.1320185576,"com.aptana.syncing.ui",1335802250187
started,bundle,com.aptana.theme,3.0.0.1320258654,"com.aptana.theme",1335802250188
started,bundle,com.aptana.ui,3.0.3.1325786963,"com.aptana.ui",1335802250189
started,bundle,com.aptana.ui.io,3.0.0.1325721413,"com.aptana.ui.io",1335802250190
started,bundle,com.python.pydev.analysis,2.4.0.2012020116,"com.python.pydev.analysis",1335802250191
started,bundle,org.python.pydev,2.4.0.2012020116,"org.python.pydev",1335802250191
started,bundle,org.python.pydev.core,2.4.0.2012020116,"org.python.pydev.core",1335802250192
started,bundle,org.python.pydev.red_core,2.4.0.2012020116,"org.python.pydev.red_core",1335802250196
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1335802250196
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1335802250198
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1335802250198
os,sysinfo,,,"macosx",1335802250201
arch,sysinfo,,,"x86_64",1335802250201
ws,sysinfo,,,"cocoa",1335802250201
locale,sysinfo,,,"en_US",1335802250201
processors,sysinfo,,,"4",1335802250201
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1335802250201
java.runtime.version,sysinfo,,,"1.6.0_31-b04-413-11M3623",1335802250201
java.specification.name,sysinfo,,,"Java Platform API Specification",1335802250201
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335802250201
java.specification.version,sysinfo,,,"1.6",1335802250201
java.vendor,sysinfo,,,"Apple Inc.",1335802250201
java.version,sysinfo,,,"1.6.0_31",1335802250201
java.vm.info,sysinfo,,,"mixed mode",1335802250201
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1335802250201
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1335802250201
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1335802250201
java.vm.specification.version,sysinfo,,,"1.0",1335802250201
java.vm.vendor,sysinfo,,,"Apple Inc.",1335802250201
java.vm.version,sysinfo,,,"20.6-b01-413",1335802250201
error,log,,,"Can't find bundle for base name feature, locale en_US",1335802250334
error,log,,,"Can't find bundle for base name feature, locale en_US",1335802250634
error,log,,,"Can't find bundle for base name feature, locale en_US",1335802250759
error,log,,,"Can't find bundle for base name feature, locale en_US",1335802250952
error,log,,,"Can't find bundle for base name feature, locale en_US",1335802251065
started,bundle,com.motorola.studio.android.ophone,2.2.0.release,"com.motorola.studio.android.ophone",1335802251453
started,bundle,org.eclipse.sequoyah.device.backward,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.backward",1335802251470
started,bundle,org.eclipse.sequoyah.device.framework.wizard,2.1.0.N20111219-0300,"org.eclipse.sequoyah.device.framework.wizard",1335802251481
started,bundle,org.eclipse.sequoyah.localization.tools,2.1.0.N20111219-0300,"org.eclipse.sequoyah.localization.tools",1335802251483
started,bundle,org.eclipse.sequoyah.localization.android,2.1.0.N20111219-0300,"org.eclipse.sequoyah.localization.android",1335802251496
started,bundle,com.aptana.console,3.0.0.1321573158,"com.aptana.console",1335802251499
started,bundle,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui",1335802251509
started,bundle,com.aptana.scripting.ui,3.0.0.1322862427,"com.aptana.scripting.ui",1335802251514
started,bundle,org.python.pydev.debug,2.4.0.2012020116,"org.python.pydev.debug",1335802251527
started,bundle,com.aptana.usage,3.0.0.1329151902,"com.aptana.usage",1335802251537
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1335802251616
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1335802252444
started,bundle,com.aptana.browser,3.0.0.1319670764,"com.aptana.browser",1335802252526
started,bundle,com.aptana.configurations,3.0.3.1314659572,"com.aptana.configurations",1335802252540
started,bundle,com.aptana.projects,3.0.0.1326758008,"com.aptana.projects",1335802252564
started,bundle,com.aptana.samples.ui,3.0.0.1327541770,"com.aptana.samples.ui",1335802252575
started,bundle,com.aptana.samples,3.0.0.1325634264,"com.aptana.samples",1335802252579
opened,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1335802252604
started,bundle,com.aptana.preview,3.0.0.1324505261,"com.aptana.preview",1335802252625
activated,editor,com.aptana.portal.ui,3.0.0.1322703189,"com.aptana.portal.ui.browser.startPage",1335802252636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335802253821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335802257391
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335802257594
started,bundle,com.aptana.core.epl,3.0.0.1326829673,"com.aptana.core.epl",1335802257764
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1335802258192
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1335802258198
started,bundle,com.motorolamobility.preflighting,1.0.0.release,"com.motorolamobility.preflighting",1335802258243
started,bundle,com.motorolamobility.preflighting.core,1.0.0.release,"com.motorolamobility.preflighting.core",1335802258244
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1335802258588
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1335802258589
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1335802258589
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1335802258589
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1335802258589
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1335802258589
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1335802258589
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1335802258589
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1335802258589
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1335802258590
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1335802258590
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1335802258590
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1335802258590
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1335802258591
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1335802258598
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1335802258603
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1335802258606
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1335802258608
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1335802258611
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1335802258614
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1335802258614
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1335802258614
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1335802258617
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1335802258617
stopped,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1335802258617
stopped,bundle,org.eclipse.jst.ws.jaxws.core,1.0.100.v201104031139,"org.eclipse.jst.ws.jaxws.core",1335802258617
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1335802258617
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1335802258617
stopped,bundle,org.eclipse.mylyn.commons.xmlrpc,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.xmlrpc",1335802258619
stopped,bundle,org.eclipse.datatools.enablement.oda.ws.ui,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws.ui",1335802258619
stopped,bundle,org.eclipse.datatools.enablement.oda.ws,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.ws",1335802258619
stopped,bundle,org.eclipse.wst.wsdl,1.2.202.v201108230355,"org.eclipse.wst.wsdl",1335802258622
stopped,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1335802258625
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1335802258625
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1335802258625
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1335802258625
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1335802258625
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1335802258625
stopped,bundle,org.eclipse.wst.xsl.jaxp.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.launching",1335802258625
stopped,bundle,org.eclipse.wst.xsl.launching,1.0.200.v201103081922,"org.eclipse.wst.xsl.launching",1335802258625
stopped,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1335802258625
stopped,bundle,org.eclipse.wst.xml.xpath.core,1.2.1.v201109010357,"org.eclipse.wst.xml.xpath.core",1335802258626
stopped,bundle,org.eclipse.datatools.enablement.oda.xml.ui,1.2.3.v201112071047,"org.eclipse.datatools.enablement.oda.xml.ui",1335802258626
stopped,bundle,org.eclipse.datatools.enablement.oda.xml,1.2.3.v201112061438,"org.eclipse.datatools.enablement.oda.xml",1335802258626
stopped,bundle,org.eclipse.jst.jsf.apache.trinidad.tagsupport,1.1.200.v201104061711,"org.eclipse.jst.jsf.apache.trinidad.tagsupport",1335802258629
stopped,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1335802258633
stopped,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1335802258637
stopped,bundle,org.eclipse.jst.jsf.facesconfig.ui,1.2.2.v201103292152,"org.eclipse.jst.jsf.facesconfig.ui",1335802258641
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1335802258644
stopped,bundle,org.eclipse.jst.pagedesigner.jsf.ui,1.2.100.v201104061711,"org.eclipse.jst.pagedesigner.jsf.ui",1335802258647
stopped,bundle,org.eclipse.jst.pagedesigner,1.3.104.v201201181342,"org.eclipse.jst.pagedesigner",1335802258651
stopped,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1335802258654
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1335802258658
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.2.100.v201104061711,"org.eclipse.jst.jsf.standard.tagsupport",1335802258661
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.2.0.v20100308,"org.eclipse.jst.pagedesigner.jsp.core",1335802258663
stopped,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1335802258666
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1335802258667
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1335802258671
stopped,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1335802258674
